algorithm,num_temps,schedule,run,min_energy,mean_energy,runtime_s
SA,120,logT,0,-1.6898405552,-1.6692447662,1.1026
SA,120,logT,1,-1.6912392378,-1.6691374779,1.1025
SA,120,logT,2,-1.6917499304,-1.6692945957,1.1026
SA,120,logT,3,-1.6922473907,-1.6692221165,1.1025
SA,120,logT,4,-1.6928743124,-1.6691082716,1.1025
SA,120,logT,5,-1.6909651756,-1.6690376997,1.1012
SA,120,logT,6,-1.6928449869,-1.6692144871,1.0990
SA,120,logT,7,-1.6920846701,-1.6691962481,1.0993
SA,120,logT,8,-1.6925308704,-1.6690940857,1.0989
SA,120,logT,9,-1.6901240349,-1.6691595316,1.0989
SA,180,logT,0,-1.6928743124,-1.6720284224,1.6530
SA,180,logT,1,-1.6911963224,-1.6722171307,1.6532
SA,180,logT,2,-1.6925444603,-1.6722844839,1.6531
SA,180,logT,3,-1.6923885345,-1.6722322702,1.6531
SA,180,logT,4,-1.6917617321,-1.6721236706,1.6532
SA,180,logT,5,-1.6928743124,-1.6722285748,1.6529
SA,180,logT,6,-1.6922473907,-1.6721367836,1.6534
SA,180,logT,7,-1.6928743124,-1.6722127199,1.6529
SA,180,logT,8,-1.6927955151,-1.6721104383,1.6533
SA,180,logT,9,-1.6919922829,-1.6720666885,1.6534
PA,5,logT,0,-1.6664346457,-1.6655992270,0.2262
PA,5,logT,1,-1.6570188999,-1.6567373276,0.0275
PA,5,logT,2,-1.6581408978,-1.6571701765,0.0275
PA,5,logT,3,-1.6602749825,-1.6594789028,0.0275
PA,5,logT,4,-1.6365404129,-1.6362515688,0.0275
PA,5,logT,5,-1.6403235197,-1.6392019987,0.0275
PA,5,logT,6,-1.6651177406,-1.6642373800,0.0275
PA,5,logT,7,-1.6667542458,-1.6660152674,0.0275
PA,5,logT,8,-1.6545954943,-1.6527644396,0.0275
PA,5,logT,9,-1.6550312042,-1.6547738314,0.0275
PA,10,logT,0,-1.6674429178,-1.6668188572,0.0618
PA,10,logT,1,-1.6692544222,-1.6688634157,0.0618
PA,10,logT,2,-1.6775711775,-1.6770083904,0.0618
PA,10,logT,3,-1.6701242924,-1.6692842245,0.0617
PA,10,logT,4,-1.6759945154,-1.6745320559,0.0618
PA,10,logT,5,-1.6693557501,-1.6685310602,0.0618
PA,10,logT,6,-1.6747161150,-1.6744743586,0.0617
PA,10,logT,7,-1.6802781820,-1.6798579693,0.0618
PA,10,logT,8,-1.6773093939,-1.6769820452,0.0618
PA,10,logT,9,-1.6820387840,-1.6816862822,0.0617
PA,20,logT,0,-1.6890792847,-1.6886881590,0.1305
PA,20,logT,1,-1.6920828819,-1.6918184757,0.1304
PA,20,logT,2,-1.6894590855,-1.6888540983,0.1305
PA,20,logT,3,-1.6873711348,-1.6865586042,0.1305
PA,20,logT,4,-1.6896880865,-1.6894233227,0.1304
PA,20,logT,5,-1.6874095201,-1.6871111393,0.1305
PA,20,logT,6,-1.6877429485,-1.6874364614,0.1304
PA,20,logT,7,-1.6897231340,-1.6893804073,0.1304
PA,20,logT,8,-1.6907198429,-1.6904873848,0.1305
PA,20,logT,9,-1.6904282570,-1.6897119284,0.1304
PA,30,logT,0,-1.6916894913,-1.6913951635,0.1991
PA,30,logT,1,-1.6912699938,-1.6910132170,0.1992
PA,30,logT,2,-1.6920828819,-1.6917345524,0.1989
PA,30,logT,3,-1.6920828819,-1.6917915344,0.1991
PA,30,logT,4,-1.6914604902,-1.6908383369,0.1992
PA,30,logT,5,-1.6919322014,-1.6917015314,0.1990
PA,30,logT,6,-1.6922473907,-1.6919673681,0.1992
PA,30,logT,7,-1.6917476654,-1.6913346052,0.1990
PA,30,logT,8,-1.6917328835,-1.6912825108,0.1991
PA,30,logT,9,-1.6898814440,-1.6889859438,0.1991
PA,50,logT,0,-1.6920828819,-1.6916164160,0.3361
PA,50,logT,1,-1.6928743124,-1.6926087141,0.3365
PA,50,logT,2,-1.6917328835,-1.6913709641,0.3362
PA,50,logT,3,-1.6925308704,-1.6921415329,0.3362
PA,50,logT,4,-1.6926597357,-1.6922813654,0.3364
PA,50,logT,5,-1.6928743124,-1.6924326420,0.3362
PA,50,logT,6,-1.6917328835,-1.6914181709,0.3362
PA,50,logT,7,-1.6916722059,-1.6912372112,0.3364
PA,50,logT,8,-1.6928743124,-1.6924726963,0.3361
PA,50,logT,9,-1.6927181482,-1.6924691200,0.3364
PA,80,logT,0,-1.6917328835,-1.6912735701,0.5423
PA,80,logT,1,-1.6920828819,-1.6917575598,0.5421
PA,80,logT,2,-1.6920828819,-1.6914685965,0.5422
PA,80,logT,3,-1.6928743124,-1.6926138401,0.5420
PA,80,logT,4,-1.6925444603,-1.6922857761,0.5423
PA,80,logT,5,-1.6920899153,-1.6915787458,0.5424
PA,80,logT,6,-1.6916894913,-1.6911671162,0.5419
PA,80,logT,7,-1.6920828819,-1.6918002367,0.5423
PA,80,logT,8,-1.6920828819,-1.6917443275,0.5423
PA,80,logT,9,-1.6917328835,-1.6914271116,0.5422
PA,120,logT,0,-1.6920828819,-1.6916878223,0.8171
PA,120,logT,1,-1.6928743124,-1.6925948858,0.8165
PA,120,logT,2,-1.6919800043,-1.6914527416,0.8169
PA,120,logT,3,-1.6928743124,-1.6926035881,0.8172
PA,120,logT,4,-1.6920828819,-1.6915470362,0.8165
PA,120,logT,5,-1.6928691864,-1.6927188635,0.8170
PA,120,logT,6,-1.6928743124,-1.6924815178,0.8167
PA,120,logT,7,-1.6925258636,-1.6921272278,0.8167
PA,120,logT,8,-1.6918269396,-1.6915928125,0.8170
PA,120,logT,9,-1.6920828819,-1.6917632818,0.8164
PA,180,logT,0,-1.6917328835,-1.6914278269,1.2290
PA,180,logT,1,-1.6925104856,-1.6922942400,1.2292
PA,180,logT,2,-1.6925308704,-1.6921495199,1.2281
PA,180,logT,3,-1.6928743124,-1.6926064491,1.2287
PA,180,logT,4,-1.6919687986,-1.6914253235,1.2286
PA,180,logT,5,-1.6917328835,-1.6912430525,1.2283
PA,180,logT,6,-1.6928743124,-1.6926018000,1.2288
PA,180,logT,7,-1.6928743124,-1.6925286055,1.2281
PA,180,logT,8,-1.6917328835,-1.6913460493,1.2285
PA,180,logT,9,-1.6917328835,-1.6913257837,1.2288
GA,5,logT,0,-1.6778281927,-1.6405767202,11.1581
GA,5,logT,1,-1.6778099537,-1.6407053471,3.2689
GA,5,logT,2,-1.6795386076,-1.6405816078,3.2347
GA,5,logT,3,-1.6815928221,-1.6406888962,3.1897
GA,5,logT,4,-1.6764450073,-1.6401993036,3.1804
GA,5,logT,5,-1.6783530712,-1.6408587694,3.1764
GA,5,logT,6,-1.6767274141,-1.6406611204,3.2126
GA,5,logT,7,-1.6851077080,-1.6407163143,3.2360
GA,5,logT,8,-1.6774578094,-1.6405771971,3.2281
GA,5,logT,9,-1.6803765297,-1.6408822536,3.2632
GA,10,logT,0,-1.6857497692,-1.6582255363,5.1743
GA,10,logT,1,-1.6878398657,-1.6581937075,5.1955
GA,10,logT,2,-1.6862449646,-1.6583228111,5.2040
GA,10,logT,3,-1.6865912676,-1.6585797071,5.1861
GA,10,logT,4,-1.6881738901,-1.6583582163,5.1564
GA,10,logT,5,-1.6875488758,-1.6582510471,5.1344
GA,10,logT,6,-1.6890891790,-1.6581978798,5.0865
GA,10,logT,7,-1.6863460541,-1.6582894325,5.1820
GA,10,logT,8,-1.6871502399,-1.6581225395,5.1424
GA,10,logT,9,-1.6884040833,-1.6582596302,5.1793
GA,20,logT,0,-1.6925758123,-1.6671141386,9.0667
GA,20,logT,1,-1.6910164356,-1.6672112942,9.0462
GA,20,logT,2,-1.6898145676,-1.6671148539,9.0746
GA,20,logT,3,-1.6919603348,-1.6672466993,9.0784
GA,20,logT,4,-1.6917781830,-1.6670681238,9.0256
GA,20,logT,5,-1.6914085150,-1.6672078371,9.0491
GA,20,logT,6,-1.6912683249,-1.6671735048,8.9884
GA,20,logT,7,-1.6916222572,-1.6671944857,8.9983
GA,20,logT,8,-1.6915695667,-1.6672222614,9.1010
GA,20,logT,9,-1.6916673183,-1.6671540737,8.9733
GA,30,logT,0,-1.6922527552,-1.6742424965,12.8379
GA,30,logT,1,-1.6928255558,-1.6739321947,13.0008
GA,30,logT,2,-1.6915396452,-1.6733875275,12.9116
GA,30,logT,3,-1.6922322512,-1.6738423109,12.9429
GA,30,logT,4,-1.6928255558,-1.6740677357,12.9612
GA,30,logT,5,-1.6925308704,-1.6737620831,12.8878
GA,30,logT,6,-1.6926103830,-1.6742887497,12.9695
GA,30,logT,7,-1.6917721033,-1.6738486290,12.8709
GA,30,logT,8,-1.6928449869,-1.6737387180,12.8578
GA,30,logT,9,-1.6927319765,-1.6739605665,12.9881
GA,50,logT,0,-1.6928743124,-1.6925667524,20.5294
GA,50,logT,1,-1.6928743124,-1.6925632954,20.5267
GA,50,logT,2,-1.6928743124,-1.6925685406,20.5171
GA,50,logT,3,-1.6928743124,-1.6925656796,20.6146
GA,50,logT,4,-1.6928743124,-1.6925691366,20.6289
GA,50,logT,5,-1.6928743124,-1.6925735474,20.5540
GA,50,logT,6,-1.6928743124,-1.6925655603,20.5217
GA,50,logT,7,-1.6928743124,-1.6925672293,20.5627
GA,50,logT,8,-1.6928743124,-1.6925660372,20.4962
GA,50,logT,9,-1.6928743124,-1.6925696135,20.6071
GA,80,logT,0,-1.6928743124,-1.6925668716,32.1273
GA,80,logT,1,-1.6928743124,-1.6925654411,32.1250
GA,80,logT,2,-1.6930031776,-1.6925826073,33.8851
GA,80,logT,3,-1.6928743124,-1.6925544739,32.0709
GA,80,logT,4,-1.6928743124,-1.6925523281,32.0461
GA,80,logT,5,-1.6928743124,-1.6925593615,32.0689
GA,80,logT,6,-1.6930031776,-1.6926529408,32.1111
GA,80,logT,7,-1.6928743124,-1.6925630569,32.2351
GA,80,logT,8,-1.6928743124,-1.6925625801,32.1289
GA,80,logT,9,-1.6928743124,-1.6925572157,32.0713
GA,120,logT,0,-1.6930031776,-1.6926645041,47.5223
GA,120,logT,1,-1.6930031776,-1.6926581860,47.3983
GA,120,logT,2,-1.6930031776,-1.6926637888,47.4324
GA,120,logT,3,-1.6930031776,-1.6926693916,47.7176
GA,120,logT,4,-1.6930031776,-1.6926568747,47.6593
GA,120,logT,5,-1.6930031776,-1.6926629543,48.0393
GA,120,logT,6,-1.6930031776,-1.6926636696,47.5792
GA,120,logT,7,-1.6930031776,-1.6926592588,48.2610
GA,120,logT,8,-1.6930031776,-1.6926662922,47.9779
GA,120,logT,9,-1.6930031776,-1.6926606894,47.7226
GA,180,logT,0,-1.6930031776,-1.6926450729,70.7712
GA,180,logT,1,-1.6930031776,-1.6926499605,72.2744
GA,180,logT,2,-1.6930031776,-1.6926599741,70.9566
GA,180,logT,3,-1.6930031776,-1.6926554441,71.4717
GA,180,logT,4,-1.6930031776,-1.6926456690,71.6264
GA,180,logT,5,-1.6930031776,-1.6926536560,71.6767
GA,180,logT,6,-1.6930031776,-1.6926531792,71.2125
GA,180,logT,7,-1.6930031776,-1.6926565170,70.9533
GA,180,logT,8,-1.6930031776,-1.6926509142,70.6078
GA,180,logT,9,-1.6930031776,-1.6926558018,71.2191
